RHC4075__stemTA__.2749FE	0.547415799930806
RHC5563__stemTA__.2749FE	0.578497912757161
RHC5552__stemTA__.2749FE	0.63170323609312
RHC4874__stemTA__.2749FE	0.644735518865712
RHL2779__stemTA__.2749FE	0.554192752905438
RHC5815__stemTA__.2749FE	0.649579171685559
RHL2759__stemTA__.2749FE	0.59583374874633
RHL2766__stemTA__.2749FE	0.751399196792322
RHC4890__stemTA__.2749FE	0.849316022325617
RHC5586__stemTA__.2749FE	0.872500392450771
RHL2738__stemTA__.2749FE	0.677981899086879
RHL2773__stemTA__.2749FE	0.970907016258537
RHC5594__stemTA__.2749FE	1
RHC5611__stemTA__.2749FE	0.795360082653563
RHC5624__stemTA__.2749FE	0.694967302350694
RHC5768__stemTA__.2749FE	0.88494934830422
RHC5604__stemTA__.2749FE	0.766021332938942
RHC5546__stemTA__.2749FE	0.790852465057157
RHC5558__stemTA__.2749FE	0.830636010604016
RHL2716__stemTA__.2749FE	0.847263948958921
RHL2733__stemTA__.2749FE	0.66957424467808
RHC5585__stemTA__.2749FE	0.422931077905959
RHC5831__stemTA__.2749FE	0.40062926589273
RHC4155__stemTA__.2749FE	0.471473999242459
RHC3920__stemTA__.2749FE	0.403528544454242
RHC4141__GobletLike__.FB4E09	0.417633106836506
RHC5879__stemTA__.2749FE	0.361882598635011
RHC5816__stemTA__.2749FE	0.472373517424229
RHL2679__stemTA__.2749FE	0.386728185964388
RHL2753__stemTA__.2749FE	0.403950294503509
RHC3911__stemTA__.2749FE	0.30690688037497
RHC4815__stemTA__.2749FE	0.350070086019037
RHC3567__stemTA__.2749FE	0.423506897688535
RHC3883__EnterocyteLike__.E596C5	0.000503088362378756
RHC3898__stemTA__.2749FE	0.132620487071968
RHC5633__stemTA__.2749FE	0.522472677787981
RHC5600__stemTA__.2749FE	0.509957663743998
RHC5562__stemTA__.2749FE	0.48585496104848
RHC5564__stemTA__.2749FE	0.531547969314817
RHC5601__stemTA__.2749FE	0.551308212653274
RHC3869__stemTA__.2749FE	0.47864816224001
RHC4174__stemTA__.2749FE	0.521167541702696
RHC3599__stemTA__.2749FE	0.529288758121543
RHL2791__stemTA__.2749FE	0.617144191427313
RHC5565__stemTA__.2749FE	0.554548060933352
RHC5716__stemTA__.2749FE	0.545578412371844
RHC3925__stemTA__.2749FE	0.640186565813323
RHC4861__stemTA__.2749FE	0.495121946656614
RHC4922__stemTA__.2749FE	0.422453822149541
RHC3926__stemTA__.2749FE	0.719563108927754
RHC4859__stemTA__.2749FE	0.653000226905677
RHC5592__stemTA__.2749FE	0.659940302051615
RHC5632__stemTA__.2749FE	0.648909563563002
RHC5643__stemTA__.2749FE	0.608685246845139
RHC5626__stemTA__.2749FE	0.907918571352711
RHC5627__stemTA__.2749FE	0.777783822961015
RHC3924__stemTA__.2749FE	0.667260990169646
RHL2717__stemTA__.2749FE	0.586204311401768
RHC5566__stemTA__.2749FE	0.609420727143237
RHC5569__stemTA__.2749FE	0.777072456506161
RHC4938__stemTA__.2749FE	0.718838945487848
RHC5555__stemTA__.2749FE	0.76546307392506
RHC5610__stemTA__.2749FE	0.670304396388112
RHC5597__stemTA__.2749FE	0.559547651600629
RHC5602__stemTA__.2749FE	0.624436042791276
RHC5605__stemTA__.2749FE	0.647083921712229
RHC5554__stemTA__.2749FE	0.651080970255907
RHC3901__stemTA__.2749FE	0.571526828516909
RHC5553__stemTA__.2749FE	0.628008634293386
RHC4131__stemTA__.2749FE	0.5540952481892
RHC5550__stemTA__.2749FE	0.622137618737436
RHC5615__stemTA__.2749FE	0.659333651113791
RHC5561__stemTA__.2749FE	0.659150362907737
RHC5575__stemTA__.2749FE	0.663580032089292
RHC5577__stemTA__.2749FE	0.74623810732821
RHC5612__stemTA__.2749FE	0.667271513315381
RHL2747__stemTA__.2749FE	0.640827878873955
RHC5613__stemTA__.2749FE	0.649752606530724
RHC4142__stemTA__.2749FE	0.402934450674661
RHC5622__stemTA__.2749FE	0.500147505037289
RHC4760__stemTA__.2749FE	0.474272210571096
RHC5665__stemTA__.2749FE	0.470600617617447
RHC4879__stemTA__.2749FE	0.500460405938093
RHC4784__GobletLike__.FB4E09	0.343532294720802
RHC4144__stemTA__.2749FE	0.377362734407349
RHL2788__stemTA__.2749FE	0.3989423609971
RHC3590__stemTA__.2749FE	0.514241290070916
RHC3625__stemTA__.2749FE	0.404603323352408
RHC5808__stemTA__.2749FE	0.548282487909783
RHC5710__stemTA__.2749FE	0.403090601904654
RHC5764__stemTA__.2749FE	0.551199568398356
RHC4757__stemTA__.2749FE	0.448981628418748
RHC5765__stemTA__.2749FE	0.434837084764709
RHC5908__stemTA__.2749FE	0.384072826671743
RHC5704__stemTA__.2749FE	0.39730314000121
RHC3585__stemTA__.2749FE	0.468277441237974
